N,A0_unstable,A0_stable,A1_unstable,A1_stable,A1_stabilised,A1_destabilised,A0_infeasible,A0_feasible,A1_infeasible,A1_feasible,A1_made_feasible,A1_made_infeasible,A0_rho,A1_rho,rho_diff,rho_abs,complex_A0,complex_A1,A0_eig,A1_eig,LCI_A0,UCI_A0,LCI_A1,UCI_A1
11,228,99772,230,99770,0,2,100000,0,99997,3,3,0,-0.0003515786,0.0169872091,0.0173387877,-0.0037954473,1.3267955289,1.5104362172,-0.5303664064,-0.1841820466,-1.2943442437,0.3742642531,-1.21101618,0.3640180287
12,414,99586,423,99577,0,9,99999,1,100000,0,0,1,8.57383700893978E-05,0.0164611653,0.016375427,-0.0041598493,1.3876638783,1.5811412574,-0.4934326594,-0.1671628794,-1.251284967,0.4223234658,-1.1986429072,0.4165535504
13,759,99241,775,99225,2,18,100000,0,100000,0,0,0,0.0001817422,0.0152531286,0.0150713864,-0.0028114057,1.4420262663,1.6452822407,-0.4553898116,-0.1499151573,-1.1888402712,0.6129670441,-1.0167399074,0.4480450322
14,1186,98814,1219,98781,4,37,100000,0,100000,0,0,0,8.8627247448389E-05,0.0140637284,0.0139751011,-0.0028917405,1.4974358342,1.7100454015,-0.4190869225,-0.1364998887,-1.153316812,0.4594443577,-0.9865941734,0.4076650677
15,1848,98152,1889,98111,6,47,100000,0,100000,0,0,0,0.0003690536,0.0129742515,0.012605198,-0.0023533386,1.5504402038,1.7724926426,-0.3848603689,-0.1236885683,-1.111300305,0.5302939373,-1.0034801488,0.5741462803
16,2690,97310,2753,97247,9,72,100000,0,100000,0,0,0,-0.0005387478,0.0121576476,0.0126963954,-0.0024751982,1.6008859235,1.8316129299,-0.3518297019,-0.1121706106,-1.0543297431,0.723332026,-0.8417192574,0.6222959286
17,3795,96205,3895,96105,34,134,100000,0,100000,0,0,0,0.0002610587,0.0122052371,0.0119441784,-0.0020780135,1.6504929486,1.8897710757,-0.3183179178,-0.1006945097,-0.9653417145,0.5869104441,-0.8902040084,0.5622981575
18,5328,94672,5505,94495,75,252,100000,0,100000,0,0,0,0.0002451138,0.0111758194,0.0109307056,-0.0020492829,1.6973824581,1.9442260434,-0.2872254864,-0.0902158539,-0.9544355867,0.564375789,-0.7136820793,0.6896361761
19,6922,93078,7172,92828,142,392,100000,0,100000,0,0,0,-0.0003403399,0.0101207669,0.0104611068,-0.0019173091,1.7434280379,1.9983923217,-0.2570643782,-0.0806439792,-0.8958775855,0.5803432205,-0.77872941,0.6005586303
20,9179,90821,9462,90538,257,540,100000,0,100000,0,0,0,0.0001669479,0.0099364271,0.0097694792,-0.0020540756,1.7898426689,2.051805081,-0.2280112085,-0.0705419055,-0.8321698376,0.7727275769,-0.6544151541,0.561481067
21,11589,88411,11950,88050,423,784,100000,0,100000,0,0,0,0.0001328399,0.0094294503,0.0092966104,-0.0017773645,1.8333050341,2.1026951136,-0.1995221702,-0.0607831661,-0.7798442245,0.6772444154,-0.599533518,0.6022776447
22,14642,85358,15130,84870,667,1155,100000,0,100000,0,0,0,-6.24213638040935E-05,0.0087578222,0.0088202436,-0.0019264226,1.875961702,2.1522216956,-0.1714217691,-0.051268649,-0.7816150748,0.6931795582,-0.5629871948,0.7641517723
23,18379,81621,18807,81193,977,1405,100000,0,100000,0,0,0,-4.22275204156739E-05,0.008635299,0.0086775266,-0.0015309386,1.9184365603,2.2016052528,-0.1432560169,-0.0411076003,-0.7214161768,0.7134242355,-0.5790755185,0.702866413
24,22293,77707,22683,77317,1469,1859,100000,0,100000,0,0,0,-8.0461722764545E-05,0.0081390491,0.0082195109,-0.0015964868,1.9592416422,2.2488407055,-0.1163793748,-0.0313648089,-0.7570934055,0.8201645707,-0.47853211,0.735489429
25,26820,73180,26950,73050,2126,2256,100000,0,100000,0,0,0,-9.82476853010666E-05,0.0080587844,0.0081570321,-0.0013126915,1.9989744156,2.2954045402,-0.0900441353,-0.0212385121,-0.7113989061,0.8416934918,-0.5669147562,0.8670835279
26,31586,68414,31465,68535,2866,2745,100000,0,100000,0,0,0,-0.0001351889,0.0073812123,0.0075164012,-0.0014350443,2.0383198257,2.3415684124,-0.0644213866,-0.0108294382,-0.695256845,0.8978003721,-0.4986541069,0.7947429848
27,36996,63004,36714,63286,3485,3203,100000,0,100000,0,0,0,1.66847125927192E-06,0.0072876162,0.0072859477,-0.0014828258,2.0774057793,2.3867392323,-0.0396775337,-0.0003413851,-0.5802235222,1.0382469868,-0.4608955507,0.9634378282
28,42688,57312,42021,57979,4468,3801,100000,0,100000,0,0,0,0.0001063492,0.0069834912,0.006877142,-0.0014491924,2.1167844781,2.4318545445,-0.0149730109,0.0108165011,-0.5762395901,0.8621761843,-0.3936172737,1.0247436453
29,48467,51533,47427,52573,5200,4160,100000,0,100000,0,0,0,2.71721883683781E-05,0.0070832195,0.0070560473,-0.0012537564,2.1542364398,2.4754577236,0.0090121193,0.0220020005,-0.5408904679,0.8942228788,-0.3877877647,0.9909596995
30,54383,45617,52523,47477,6311,4451,100000,0,100000,0,0,0,-2.07977767320289E-05,0.0068156371,0.0068364349,-0.0012054162,2.1906546176,2.5183614903,0.0323581762,0.0334271537,-0.4835986545,0.9319729328,-0.3715135876,0.9461788636
31,60672,39328,58614,41386,6762,4704,100000,0,100000,0,0,0,-4.76576318364946E-05,0.0064637746,0.0065114322,-0.0010798101,2.226228001,2.5599832083,0.0558368293,0.0458538898,-0.4902492975,1.2017001001,-0.32224753,1.1722474959
32,66457,33543,63950,36050,7260,4753,100000,0,100000,0,0,0,0.0001848829,0.0062502551,0.0060653722,-0.001181978,2.2627179241,2.6015003717,0.0789940195,0.0584571554,-0.4792222329,1.1219433471,-0.3496367823,0.9123858588
33,72025,27975,69141,30859,7591,4707,100000,0,100000,0,0,0,-6.22436631561252E-05,0.0060517044,0.0061139481,-0.0012408569,2.2978263056,2.6425342382,0.1016734061,0.0717384811,-0.4312958473,1.0122683702,-0.2653806598,1.0681587109
34,76947,23053,73677,26323,7742,4472,100000,0,100000,0,0,0,-4.51640573556741E-05,0.0060392516,0.0060844157,-0.0012361635,2.3310532002,2.6814976755,0.1230715948,0.0846747775,-0.3806479604,1.061620366,-0.3140275932,0.9095853897
35,81850,18150,78261,21739,7587,3998,100000,0,100000,0,0,0,2.59665919607847E-05,0.005647153,0.0056211864,-0.0011172332,2.3666331026,2.7218015258,0.1446679688,0.0980213008,-0.4197583694,1.1219388374,-0.2475157124,1.0078220647
36,85863,14137,82532,17468,6929,3598,100000,0,100000,0,0,0,0.0003122424,0.0057251792,0.0054129369,-0.0009344779,2.3995223564,2.7603559602,0.1664220086,0.1128423249,-0.3546587494,1.1251704215,-0.2784463286,1.0538698227
37,89328,10672,86014,13986,6341,3027,100000,0,100000,0,0,0,8.15318657159767E-05,0.0054502605,0.0053687286,-0.000939781,2.4345978667,2.8004719205,0.1882544676,0.1277546302,-0.4045140598,1.0682268407,-0.2366127454,1.0102225152
38,92183,7817,89220,10780,5511,2548,100000,0,100000,0,0,0,3.23615534889604E-05,0.0054282966,0.0053959351,-0.0009836692,2.4663952976,2.8376862806,0.2095334787,0.14213275,-0.3636635207,1.0388665248,-0.1885937471,1.1166340678
39,94433,5567,91557,8443,4831,1955,100000,0,100000,0,0,0,0.0001120992,0.0050334038,0.0049213046,-0.0010208035,2.497753189,2.8744500445,0.2293287773,0.1564256576,-0.27997718,1.0980142941,-0.1821188077,1.1132925381
40,96202,3798,93819,6181,3873,1490,100000,0,100000,0,0,0,0.0002020773,0.0050787382,0.004876661,-0.0008163453,2.5302556596,2.9117769376,0.2504138953,0.1723062113,-0.271830378,1.1785825443,-0.184714651,1.1800612548
41,97368,2632,95405,4595,3112,1149,100000,0,100000,0,0,0,0.0001445719,0.0049666481,0.0048220762,-0.0009280959,2.5606492558,2.9474202517,0.2694287829,0.1870280716,-0.2540192876,1.149685126,-0.162541432,1.1685128696
42,98316,1684,96761,3239,2347,792,100000,0,100000,0,0,0,-3.12084481047391E-05,0.0046037678,0.0046349762,-0.0009000912,2.5917251738,2.983389896,0.2887392037,0.2026160721,-0.2185642269,1.1563250037,-0.1833065008,1.2003490221
43,98982,1018,97707,2293,1783,508,100000,0,100000,0,0,0,8.94817806616338E-05,0.0047340201,0.0046445383,-0.0007524889,2.6228803669,3.0191762161,0.3082635345,0.2185770297,-0.1840180684,1.1874475015,-0.1197191072,1.3294886973
44,99333,667,98428,1572,1250,345,100000,0,100000,0,0,0,-6.32534502398527E-05,0.0045074868,0.0045707403,-0.0007558263,2.6549126499,3.0559718838,0.3278361449,0.2338281303,-0.1739752228,1.1681857378,-0.1062000751,1.3115544258
45,99615,385,98964,1036,863,212,100000,0,100000,0,0,0,0.0001342549,0.0046145923,0.0044803374,-0.0006877099,2.6842411308,3.0898996291,0.3465844543,0.2497501435,-0.1490353162,1.2944008726,-0.1062638558,1.4854101313
46,99799,201,99333,667,578,112,100000,0,100000,0,0,0,-2.16929241048816E-05,0.0043864037,0.0044080966,-0.0007484071,2.7129078742,3.1237669356,0.3652509813,0.264949637,-0.1594156422,1.3062563171,-0.0947278582,1.2498905029
47,99891,109,99605,395,353,67,100000,0,100000,0,0,0,-2.3801569745847E-05,0.0041937049,0.0042175065,-0.0008063043,2.7414555544,3.1570489185,0.3851566966,0.2818739817,-0.1353369136,1.3411337689,-0.0823981066,1.3063534176
48,99951,49,99759,241,224,32,100000,0,100000,0,0,0,-0.0001900602,0.004106321,0.0042963812,-0.0007230537,2.7715813412,3.1911042834,0.4027163551,0.2979024933,-0.0968307449,1.5127731546,-0.0639670133,1.4200111396
49,99978,22,99854,146,140,16,100000,0,100000,0,0,0,-2.67143869382426E-05,0.0040399182,0.0040666326,-0.0008544051,2.8006013897,3.2251608758,0.421097476,0.3146693437,-0.0388053386,1.3765243307,-0.0704976348,1.4595565246
50,99986,14,99910,90,88,12,100000,0,100000,0,0,0,-5.39739236017783E-05,0.0041595698,0.0042135437,-0.000788578,2.8280407623,3.2567568905,0.4394698511,0.3299142976,-0.1000979508,1.4080296556,-0.0511722485,1.3760524469
51,99995,5,99950,50,49,4,100000,0,100000,0,0,0,-4.00091667682481E-05,0.0039035362,0.0039435453,-0.000738738,2.8563468093,3.2895716354,0.4569792969,0.345963195,-0.0437445136,1.3645976673,-0.0499289684,1.456166098
52,99999,1,99977,23,22,0,100000,0,100000,0,0,0,7.66573049683608E-05,0.0039660865,0.0038894292,-0.0006721559,2.8847324568,3.3227367849,0.4736906773,0.3608223356,-0.0394770135,1.4007222858,-0.0304333882,1.3290701966
53,99997,3,99988,12,11,2,100000,0,100000,0,0,0,0.0001473163,0.0038040229,0.0036567066,-0.0006746201,2.9130717843,3.3549174009,0.4918326923,0.3780928176,-0.0373713995,1.3231112959,-0.0252520448,1.363456328
54,100000,0,99991,9,9,0,100000,0,100000,0,0,0,3.83694789207515E-05,0.003806704,0.0037683346,-0.0007820375,2.9404818949,3.3868321432,0.5093754089,0.3932697421,0.0322159705,1.4643929019,-0.0253202493,1.6900152598
55,100000,0,99993,7,7,0,100000,0,100000,0,0,0,0.000067074,0.0036708059,0.0036037319,-0.0007809419,2.9665417133,3.4171028933,0.5258988283,0.4089192143,0.0474695996,1.5127162302,-0.0264696234,1.615302668
56,100000,0,99999,1,1,0,100000,0,100000,0,0,0,-2.94847831870922E-08,0.0036253171,0.0036253466,-0.0005770632,2.9932049807,3.4486862198,0.5423194519,0.4243996697,0.0060317228,1.4342246692,-0.020221097,1.6482495612
57,100000,0,100000,0,0,0,100000,0,100000,0,0,0,5.79032539710737E-05,0.0035683633,0.00351046,-0.0006131145,3.0191923829,3.4782130583,0.5591280566,0.4395663021,0.0572733803,1.5823646353,0.0107459014,1.7857446931
58,100000,0,100000,0,0,0,100000,0,100000,0,0,0,0.0001188874,0.0034642462,0.0033453588,-0.0006278792,3.0462123722,3.5093077225,0.5765201843,0.4567172162,0.0868934253,1.4287981526,0.0003841082,1.6242221755
59,100000,0,100000,0,0,0,100000,0,100000,0,0,0,9.26996289118662E-05,0.0033948576,0.003302158,-0.0004863429,3.0723123114,3.5399261089,0.5916566859,0.4708651493,0.0765817663,1.4286042876,0.0160839843,1.4493817944
60,100000,0,100000,0,0,0,100000,0,100000,0,0,0,-7.31719324571061E-06,0.0034807648,0.003488082,-0.0006403906,3.0986191634,3.5698403794,0.6079287553,0.4875457732,0.127946432,1.4737405648,0.0230340549,1.5700867733
