rho_set,A0_unstable,A0_stable,A1_unstable,A1_stable,A1_stabilised,A1_destabilised,A0_infeasible,A0_feasible,A1_infeasible,A1_feasible,A1_made_feasible,A1_made_infeasible,A0_rho,A1_rho,rho_diff,rho_abs,complex_A0,complex_A1,A0_eig,A1_eig,LCI_A0,UCI_A0,LCI_A1,UCI_A1
0.2,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.2,0.1494191632,-0.0505808368,-0.0505808368,1.9934446107,2.2943938099,1.1288549988,1.0266044649,0.2662416292,3.4643599568,0.1464745988,3.3478826203
0.25,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.25,0.1863708145,-0.0636291855,-0.0636291855,2.0012314949,2.3007518666,1.2174405896,1.117786343,0.4069917166,3.2182765863,0.1833823011,2.9453293511
0.3,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.3,0.2240615989,-0.0759384011,-0.0759384011,2.0019284748,2.3021505185,1.308904476,1.2229446818,0.3997755614,3.3948703561,0.2320735903,3.4575019426
0.35,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.35,0.2618061343,-0.0881938657,-0.0881938657,2.000375055,2.3011066912,1.3951164693,1.3139050491,0.5295493798,3.7172014275,0.3253623588,3.6690387077
0.4,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.4,0.2994880367,-0.1005119633,-0.1005119633,1.9996061496,2.3011113969,1.4836455144,1.4153526814,0.5164375888,3.3582790079,0.3553127254,3.4798202878
0.45,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.45,0.3366815852,-0.1133184148,-0.1133184148,1.9939198775,2.2952586351,1.5731759255,1.5066564337,0.6823927875,3.7589350981,0.3469190023,3.9626942768
0.5,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.5,0.3738766311,-0.1261233689,-0.1261233689,1.997830513,2.297902618,1.6607982376,1.6077131497,0.6885766006,3.399138749,0.4983667324,3.6339253755
0.55,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.55,0.4116078591,-0.1383921409,-0.1383921409,1.9980294371,2.2998509194,1.7511926357,1.7120348382,0.7433991791,3.33739858,0.5995613755,3.7104983516
0.6,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.6,0.4479302278,-0.1520697722,-0.1520697722,1.9964312662,2.2982796894,1.8420501763,1.8096324587,0.6243969235,4.2590105346,0.6058905426,3.9534077856
0.65,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.65,0.4863818211,-0.1636181789,-0.1636181789,2.0009647851,2.3032193856,1.9323752688,1.9125063321,0.7673883528,4.1627734557,0.6065321139,4.0233290683
0.7,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.7,0.5237269397,-0.1762730603,-0.1762730603,1.9998149262,2.3015262761,2.0248157869,2.0118017897,0.9027902691,4.9795688788,0.6300619863,4.4614803049
0.75,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.75,0.5599311296,-0.1900688704,-0.1900688704,1.9942105461,2.2974811135,2.1016598497,2.1018585155,0.9887874617,3.9660081898,0.8709651443,4.4227663166
0.8,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.8,0.5977958833,-0.2022041167,-0.2022041167,1.9949950318,2.2956420516,2.1965167858,2.2071480533,1.0383544877,4.0052252219,0.8157253419,4.2302182115
0.85,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.85,0.6356658214,-0.2143341786,-0.2143341786,1.997885752,2.2988127572,2.2953885576,2.3143278968,1.117831993,4.2425758684,0.8728351851,4.7225025558
0.9,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.9,0.6728608591,-0.2271391409,-0.2271391409,1.9969109715,2.2988399149,2.383566863,2.4143496508,1.2144334117,4.4301039921,1.1011601306,4.710344359
