rho_set,A0_unstable,A0_stable,A1_unstable,A1_stable,A1_stabilised,A1_destabilised,A0_infeasible,A0_feasible,A1_infeasible,A1_feasible,A1_made_feasible,A1_made_infeasible,A0_rho,A1_rho,rho_diff,rho_abs,complex_A0,complex_A1,A0_eig,A1_eig,LCI_A0,UCI_A0,LCI_A1,UCI_A1
-0.2,5540,4460,5385,4615,635,480,9999,1,10000,0,0,1,-0.2,-0.151022628,0.048977372,-0.0484565746,1.5456449022,1.7736912007,0.062096905,0.059049528,-0.5873509061,2.2801693378,-0.5297485636,1.823640023
-0.15,6587,3413,6378,3622,684,475,9998,2,9998,2,1,1,-0.15,-0.1133457784,0.0366542216,-0.0344023301,1.5491262095,1.777820768,0.1234946464,0.0974752972,-0.5028849557,2.4866118003,-0.4612640962,2.1440281034
-0.1,7628,2372,7280,2720,727,379,9998,2,9996,4,3,1,-0.1,-0.0744085021,0.0255914979,-0.0179427327,1.5437396885,1.7728098107,0.1921455064,0.1452836849,-0.5804872204,2.4845979003,-0.5194174921,2.5381944867
-0.05,8393,1607,8063,1937,682,352,9999,1,10000,0,0,1,-0.05,-0.0370739263,0.0129260737,0.0088237782,1.5470704284,1.7764862563,0.2504957729,0.1908340015,-0.3846619274,2.459793422,-0.3579356989,2.3776589493
0,8940,1060,8659,1341,541,260,10000,0,10000,0,0,0,-1.68211357080547E-19,0.0005890748,0.0005890748,0.0494906924,1.5467301171,1.7766829183,0.3099439568,0.2382201444,-0.3285406678,2.2582346913,-0.2817539713,2.1542517287
0.05,9462,538,9171,829,437,146,9997,3,9999,1,1,3,0.05,0.0374023942,-0.0125976058,0.0083853702,1.5480541671,1.7781226817,0.3789527418,0.2960350196,-0.3008199174,2.7636836893,-0.2096349184,2.4495964672
0.1,9715,285,9530,470,286,101,9999,1,9999,1,1,1,0.1,0.0743486249,-0.0256513751,-0.0181287511,1.5457692636,1.7752930926,0.4406153007,0.3461658036,-0.2650563654,2.6456214572,-0.2069755546,2.4322562889
0.15,9884,116,9730,270,198,44,9999,1,10000,0,0,1,0.15,0.1123413947,-0.0376586053,-0.0355298785,1.5446083167,1.7732718522,0.506403537,0.4037025218,-0.173559094,2.6168066616,-0.2093283017,2.5528266917
0.2,9953,47,9887,113,88,22,10000,0,9999,1,1,0,0.2,0.149096863,-0.050903137,-0.0503445448,1.5526419314,1.7823691034,0.5766651268,0.4701284253,-0.2535117758,3.1331719183,-0.1747174495,3.1449342002
0.25,9976,24,9952,48,40,16,10000,0,10000,0,0,0,0.25,0.1866154237,-0.0633845763,-0.0632531017,1.5430370565,1.7725226947,0.6254885389,0.5180806574,-0.1091271779,2.976485247,-0.0550884811,2.9799558474
0.3,9996,4,9972,28,25,1,10000,0,9999,1,1,0,0.3,0.2221111817,-0.0778888183,-0.0778269623,1.5435112731,1.772740332,0.6980943194,0.5829161228,-0.1381039067,2.6309515591,-0.0697644106,3.0526150454
0.35,9997,3,9989,11,9,1,9999,1,10000,0,0,1,0.35,0.261203185,-0.088796815,-0.0887790671,1.545168281,1.7763436539,0.7631745666,0.6484029968,-0.0172032774,2.8966580546,-0.048444351,2.6897871902
0.4,9999,1,9996,4,4,1,9999,1,9999,1,1,1,0.4,0.2988077825,-0.1011922175,-0.1011892314,1.5388642166,1.7684692955,0.8238579786,0.7101390185,-0.0062942601,3.7230216443,-0.0643452966,3.2591504869
0.45,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.45,0.334776107,-0.115223893,-0.115223893,1.5455244866,1.7776842267,0.8922063247,0.7780711233,0.0587586689,3.2409679682,0.0158805241,3.5444473261
0.5,10000,0,9999,1,1,0,9999,1,9998,2,2,1,0.5,0.3725184503,-0.1274815497,-0.1274815497,1.5451117348,1.7757373146,0.9607446043,0.8470289791,0.1321493952,4.0417618299,-0.0028855368,4.6281089623
0.55,10000,0,10000,0,0,0,10000,0,9998,2,2,0,0.55,0.4104158006,-0.1395841994,-0.1395841994,1.5493867709,1.780262151,1.0250956311,0.9158717511,0.0857552426,4.4176842162,0.0603452498,4.1570336484
0.6,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.6,0.4458425847,-0.1541574153,-0.1541574153,1.5412033938,1.7733193533,1.0822808587,0.9720289825,0.1631335688,4.0625217645,0.0312326634,4.2973603623
0.65,10000,0,10000,0,0,0,10000,0,9999,1,1,0,0.65,0.4835726927,-0.1664273073,-0.1664273073,1.53867389,1.7695022071,1.1522682123,1.041444435,0.2951552501,3.3675744293,0.128355328,3.4155539104
0.7,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.7,0.5216519192,-0.1783480808,-0.1783480808,1.540709654,1.7707056502,1.2208704582,1.1167264311,0.3054751287,3.6770235086,0.1650752623,4.0736716406
0.75,10000,0,10000,0,0,0,9999,1,9999,1,0,0,0.75,0.5585899322,-0.1914100678,-0.1914100678,1.5408627129,1.7719913609,1.2843055683,1.1811091398,0.3295093012,3.8990376939,0.1247446801,3.7995257883
0.8,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.8,0.5957798113,-0.2042201887,-0.2042201887,1.5403038397,1.7715257664,1.3512300413,1.2512175905,0.4070335751,4.8333894651,0.2283973546,4.5511396182
0.85,10000,0,10000,0,0,0,9999,1,10000,0,0,1,0.85,0.6341496634,-0.2158503366,-0.2158503366,1.5426884458,1.7733012298,1.4187003549,1.3263438627,0.4462408725,4.3192580138,0.2671446303,4.5288608719
0.9,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.9,0.6680294398,-0.2319705602,-0.2319705602,1.5374061485,1.7701572348,1.4813419306,1.3872721745,0.3971289756,3.5959734754,0.1677107762,3.8391603151
